id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
2610, Egyptian Lentil Soup, water, 3, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3741, Banh-Mi Style Vietnamese Baguette, white sugar, 1/3, cup, , 258.0, 66.6533, 0.0, 0.0, , , 
3741, Banh-Mi Style Vietnamese Baguette, water, 1/3, cup, , 0.0, 0.0, 0.0, 0.0, , , 
3741, Banh-Mi Style Vietnamese Baguette, jalapeno pepper, 1, , sliced, 1.6312, 0.3656, 0.0512, 0.0208, , , 
3741, Banh-Mi Style Vietnamese Baguette, cilantro, 8, sprigs, , 4.0889, 0.6524, 0.3787, 0.0924, , , 
3741, Banh-Mi Style Vietnamese Baguette, cucumber, 1, , sliced, -, -, -, -, , , 
3741, Banh-Mi Style Vietnamese Baguette, thai basil, 2, sprigs, , -, -, -, -, , , 
3741, Banh-Mi Style Vietnamese Baguette, french bread baguette, 2, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3739, Vietnamese Iced Coffee, water, 4, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3739, Vietnamese Iced Coffee, dark roast coffee bean, 1/2, cup, ground, -, -, -, -, , , 
3739, Vietnamese Iced Coffee, milk, 1/2, cup, sweetened condensed, 276.0, 6.648, 2.748, 28.608, , , 
3739, Vietnamese Iced Coffee, ice cube, 16, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3740, Vietnamese Sandwich, pork loin chop, 4, , boneless cut, 25.2167, 0.0, 5.61, 0.1417, , , 
3740, Vietnamese Sandwich, french bread baguette, 4, , , 25.2167, 0.0, 5.61, 0.1417, , , 
3740, Vietnamese Sandwich, mayonnaise, 4, teaspoons, , 72.2, 0.0, 0.07400000000000001, 8.0, , , 
3740, Vietnamese Sandwich, chile sauce garlic, 1, ounce, , 25.2167, 0.0, 5.61, 0.1417, , , 
3740, Vietnamese Sandwich, lime juice, 1/4, cup, , 15.125, 5.0941, 0.2541, 0.0424, , , 
3740, Vietnamese Sandwich, red onion, 1, , sliced, 28.0, 6.537999999999999, 0.77, 0.07, , , 
3740, Vietnamese Sandwich, cucumber lengthwise, 1, , peeled sliced, 25.2167, 0.0, 5.61, 0.1417, , , 
3740, Vietnamese Sandwich, cilantro, 2, tablespoons, chopped, 0.46, 0.0734, 0.0426, 0.0104, , , 
3740, Vietnamese Sandwich, salt pepper, to taste, , , 25.2167, 0.0, 5.61, 0.1417, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3736, Pickled Daikon Radish and Carrot, white vinegar, 1/2, cup, distilled, 21.42, 0.0476, 0.0, 0.0, , , 
3736, Pickled Daikon Radish and Carrot, white sugar, 1/4, cup, , 193.5, 49.99, 0.0, 0.0, , , 
3736, Pickled Daikon Radish and Carrot, carrot, 1, , peeled cut, 20.5, 4.79, 0.465, 0.12, , , 
3736, Pickled Daikon Radish and Carrot, daikon radish, 1, , peeled cut, 314.36, 73.5092, 9.164, 0.8352, , , 
3736, Pickled Daikon Radish and Carrot, cilantro, 2, tablespoons, chopped, 0.46, 0.0734, 0.0426, 0.0104, , , 
3736, Pickled Daikon Radish and Carrot, thai chile pepper, 1, , seeded chopped, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), daikon radish, 1/4, cup, julienned, -, -, -, -, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), carrot, 1/4, cup, julienned, 13.12, 3.0656, 0.2976, 0.0768, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), rice vinegar, 1, tablespoon, seasoned, -, -, -, -, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), mayonnaise, 1/4, cup, , 209.38, 0.0, 0.2146, 23.2, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), hoisin sauce, 1, teaspoon, , 11.7333, 2.3509, 0.1765, 0.1808, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), sriracha hot sauce, 1, teaspoon, , 6.045, 1.2454, 0.1254, 0.0604, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), french sandwich, 1, crusty, , -, -, -, -, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), pork roast, 4, ounces, cooked sliced, 128.0667, 0.0, 25.9307, 1.9380000000000002, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), pate, 2, ounces, sliced, 261.954, 2.6479, 6.4638, 24.8573, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), english cucumber, 6, , diced, -, -, -, -, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), jalapeno pepper, 6, thin slices, , -, -, -, -, , , 
3738, Roasted Pork Banh Mi (Vietnamese Sandwich), cilantro leaf, 1/4, cup, , 0.92, 0.1468, 0.0852, 0.0208, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3744, Vietnamese Pork and Five Spice, pork shoulder, 4, pounds, cut, 4281.984, 0.0, 311.7139, 326.4106, , , 
3744, Vietnamese Pork and Five Spice, salt, 1, teaspoon, , -, -, -, -, , , 
3744, Vietnamese Pork and Five Spice, black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
3744, Vietnamese Pork and Five Spice, olive oil, 1/4, cup, , 477.36, 0.0, 0.0, 54.0, , , 
3744, Vietnamese Pork and Five Spice, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3744, Vietnamese Pork and Five Spice, brown sugar, 2, tablespoons, , 68.4, 17.6562, 0.0216, 0.0, , , 
3744, Vietnamese Pork and Five Spice, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
3744, Vietnamese Pork and Five Spice, fish sauce, 1, tablespoon, , 6.3, 0.6552, 0.9108, 0.0018, , , 
3744, Vietnamese Pork and Five Spice, chinese five spice powder, 1, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3750, Bo Nuong Xa, white sugar, 2, teaspoons, , 32.508, 8.3983, 0.0, 0.0, , , 
3750, Bo Nuong Xa, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
3750, Bo Nuong Xa, black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
3750, Bo Nuong Xa, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3750, Bo Nuong Xa, lemon grass, 2, , minced, 2.7638, 0.7066, 0.0508, 0.0137, , , 
3750, Bo Nuong Xa, sesame seed, 2, teaspoons, , 57.0, 2.6189999999999998, 1.781, 4.8, , , 
3750, Bo Nuong Xa, sirloin tip, 1 1/2, pounds, sliced, 768.4017, 0.0, 155.5844, 11.628, , , 
3750, Bo Nuong Xa, skewer, , , , -, -, -, -, , , 
3750, Bo Nuong Xa, romaine lettuce, 12, leaves, , 12.24, 2.3688, 0.8856, 0.21600000000000003, , , 
3750, Bo Nuong Xa, cilantro, , , , -, -, -, -, , , 
3750, Bo Nuong Xa, basil, , , , -, -, -, -, , , 
3750, Bo Nuong Xa, mint, , , , -, -, -, -, , , 
3750, Bo Nuong Xa, green onion, , , sliced, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3745, Cao Lau (Vietnamese Noodle Bowl), soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), garlic, 4, cloves, minced, 17.88, 3.9672, 0.7632, 0.06, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), chinese five spice powder, 2, teaspoons, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), white sugar, 2, teaspoons, , 32.508, 8.3983, 0.0, 0.0, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), paprika, 1, teaspoon, , 6.486000000000001, 1.2418, 0.3252, 0.2965, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), chicken bouillon granule, 1/4, teaspoon, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), pork tenderloin, 1 1/2, pounds, cut, 816.0019, 0.0, 140.4203, 24.0041, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), water, 2, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), vietnamese rice noodle, 2, pounds, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), bean sprout, 2, cups, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), torn lettuce leaf, 1, cup, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), green onion, 1, bunch, chopped, -, -, -, -, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), basil leaf, 1/4, cup, , 806.9352, 0.0, 179.5204, 4.5333, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), cilantro leaf, 1/4, cup, , 0.92, 0.1468, 0.0852, 0.0208, , , 
3745, Cao Lau (Vietnamese Noodle Bowl), chow mein noodle, 1/4, cup, , 66.5, 10.192, 1.1354, 2.1602, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3751, Vietnamese Eggplant with Spicy Sauce, vegetable oil, 3, tablespoons, divided, 351.69599999999997, 0.0, 0.0, 40.8, , , 
3751, Vietnamese Eggplant with Spicy Sauce, white eggplant, 1, , sliced, -, -, -, -, , , 
3751, Vietnamese Eggplant with Spicy Sauce, lemongrass, 3, tablespoons, minced, 14.255999999999998, 3.6446, 0.2621, 0.0706, , , 
3751, Vietnamese Eggplant with Spicy Sauce, garlic, 1, tablespoon, crushed, 12.665, 2.8101, 0.5406, 0.0425, , , 
3751, Vietnamese Eggplant with Spicy Sauce, green onion, 1, tablespoon, chopped, 1.62, 0.3444, 0.0582, 0.0282, , , 
3751, Vietnamese Eggplant with Spicy Sauce, basil, 1, tablespoon, chopped, 0.6095, 0.0702, 0.0835, 0.017, , , 
3751, Vietnamese Eggplant with Spicy Sauce, red chile pepper, 1, teaspoon, minced, -, -, -, -, , , 
3751, Vietnamese Eggplant with Spicy Sauce, ginger, 1, teaspoon, minced, 1.6, 0.3554, 0.0364, 0.015, , , 
3751, Vietnamese Eggplant with Spicy Sauce, oyster sauce, 1, tablespoon, , 9.18, 1.9656, 0.243, 0.045, , , 
3751, Vietnamese Eggplant with Spicy Sauce, white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3746, Vietnamese Crispy Fish, red snapper, 2, , , 50.4333, 0.0, 11.22, 0.2833, , , 
3746, Vietnamese Crispy Fish, sea salt, to taste, , , 50.4333, 0.0, 11.22, 0.2833, , , 
3746, Vietnamese Crispy Fish, vegetable oil, 1/4, cup, divided, 469.79, 0.0, 0.0, 54.5, , , 
3746, Vietnamese Crispy Fish, tomato, 6, , seeded chopped, 241.2594, 52.1388, 11.7949, 2.6807, , , 
3746, Vietnamese Crispy Fish, bird eye chile, 2, , seeded sliced, 50.4333, 0.0, 11.22, 0.2833, , , 
3746, Vietnamese Crispy Fish, garlic, 3, cloves, chopped, 13.41, 2.9754, 0.5724, 0.045, , , 
3746, Vietnamese Crispy Fish, water, 6, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
3746, Vietnamese Crispy Fish, asian fish sauce, 2, tablespoons, , 50.4333, 0.0, 11.22, 0.2833, , , 
3746, Vietnamese Crispy Fish, palm sugar, 1, tablespoon, , 50.4333, 0.0, 11.22, 0.2833, , , 
3746, Vietnamese Crispy Fish, green onion, 2, , chopped, 38.34, 8.1508, 1.3774, 0.6674, , , 
3746, Vietnamese Crispy Fish, cilantro, 2, tablespoons, chopped, 0.46, 0.0734, 0.0426, 0.0104, , , 
3746, Vietnamese Crispy Fish, cornstarch, 1, teaspoon, , 10.16, 2.4339, 0.0069, 0.0013, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3747, Sweet Vietnamese Coffee, milk, 2, tablespoons, sweetened condensed, 69.0, 1.662, 0.687, 7.152, , , 
3747, Sweet Vietnamese Coffee, coffee chicory, 3 1/2, teaspoons, ground, -, -, -, -, , , 
3747, Sweet Vietnamese Coffee, water, , , boiling, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3748, Thai Chicken Spring Rolls, peanut sauce, 1, cup, , 486.88, 77.4112, 5.4944, 17.2448, , , 
3748, Thai Chicken Spring Rolls, ginger root, 1, piece, minced, -, -, -, -, , , 
3748, Thai Chicken Spring Rolls, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3748, Thai Chicken Spring Rolls, soy sauce, 1, teaspoon, , 2.8089999999999997, 0.2613, 0.4314, 0.0302, , , 
3748, Thai Chicken Spring Rolls, chicken breast half, 1, pound, skinless boneless cut, 151.3, 0.0, 33.66, 0.85, , , 
3748, Thai Chicken Spring Rolls, peanut oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
3748, Thai Chicken Spring Rolls, snow pea pod, 6, ounces, , 151.3, 0.0, 33.66, 0.85, , , 
3748, Thai Chicken Spring Rolls, bean sprout, 12, ounces, , 151.3, 0.0, 33.66, 0.85, , , 
3748, Thai Chicken Spring Rolls, green onion, 4, , chopped, 76.68, 16.3016, 2.7548, 1.3348, , , 
3748, Thai Chicken Spring Rolls, watercress, 1, pound, chopped, 49.8952, 5.8513, 10.4326, 0.4536, , , 
3748, Thai Chicken Spring Rolls, cilantro, 1/4, cup, chopped, 0.92, 0.1468, 0.0852, 0.0208, , , 
3748, Thai Chicken Spring Rolls, carrot, 2, , peeled, 59.04, 13.7952, 1.3392, 0.3456, , , 
3748, Thai Chicken Spring Rolls, peanut oil, 1, teaspoon, , 39.78, 0.0, 0.0, 4.5, , , 
3748, Thai Chicken Spring Rolls, soy sauce, 1, teaspoon, , 2.8089999999999997, 0.2613, 0.4314, 0.0302, , , 
3748, Thai Chicken Spring Rolls, spring wrapper, 12, , , 151.3, 0.0, 33.66, 0.85, , , 
3748, Thai Chicken Spring Rolls, peanut sauce, 1/2, cup, , 486.88, 77.4112, 5.4944, 17.2448, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3749, Vietnamese Lemon Grass Chicken Curry, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3749, Vietnamese Lemon Grass Chicken Curry, lemon grass, 1, , minced, 1.3819, 0.3533, 0.0254, 0.0068, , , 
3749, Vietnamese Lemon Grass Chicken Curry, chicken, 1, , cut, -, -, -, -, , , 
3749, Vietnamese Lemon Grass Chicken Curry, water, 2/3, cup, , 0.0, 0.0, 0.0, 0.0, , , 
3749, Vietnamese Lemon Grass Chicken Curry, fish sauce, 1, tablespoon, , 6.3, 0.6552, 0.9108, 0.0018, , , 
3749, Vietnamese Lemon Grass Chicken Curry, curry powder, 1 1/2, tablespoons, , 30.7125, 5.2759, 1.3504, 1.3239, , , 
3749, Vietnamese Lemon Grass Chicken Curry, cornstarch, 1, tablespoon, , 30.48, 7.3016, 0.0208, 0.004, , , 
3749, Vietnamese Lemon Grass Chicken Curry, cilantro, 1, tablespoon, chopped, 0.23, 0.0367, 0.0213, 0.0052, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3753, Fried Squid with Pineapple (Muc Xao Thom), vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), garlic, 3, cloves, minced, 13.41, 2.9754, 0.5724, 0.045, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), onion, 1, , cut, 64.0, 14.944, 1.76, 0.16, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), squid, 2, pounds, cut, 834.6259, 27.9418, 141.3421, 12.5194, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), pineapple, 1/2, , peeled cored chopped, 41.25, 10.824000000000002, 0.4455, 0.099, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), celery, 4, stalks, cut, 40.96, 7.6032, 1.7664, 0.4352, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), fish sauce, 4, tablespoons, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), white sugar, 1, teaspoon, , 16.254, 4.1992, 0.0, 0.0, , , 
3753, Fried Squid with Pineapple (Muc Xao Thom), black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3755, Grilled Shrimp Rice Noodle Bowl, shrimp, 8, , peeled deveined, -, -, -, -, , , 
3755, Grilled Shrimp Rice Noodle Bowl, olive oil, 3, tablespoons, , 358.02, 0.0, 0.0, 40.5, , , 
3755, Grilled Shrimp Rice Noodle Bowl, garlic, 3, cloves, , 13.41, 2.9754, 0.5724, 0.045, , , 
3755, Grilled Shrimp Rice Noodle Bowl, mint, 1/2, cup, , 20.064, 3.835, 1.5002, 0.3329, , , 
3755, Grilled Shrimp Rice Noodle Bowl, cilantro, 1/4, cup, chopped, 0.92, 0.1468, 0.0852, 0.0208, , , 
3755, Grilled Shrimp Rice Noodle Bowl, fish sauce, 3, tablespoons, , 18.9, 1.9656, 2.7324, 0.0054, , , 
3755, Grilled Shrimp Rice Noodle Bowl, honey, 2, tablespoons, , -, -, -, -, , , 
3755, Grilled Shrimp Rice Noodle Bowl, lime, 1, , juiced, 1.2604, 0.4245, 0.0212, 0.0035, , , 
3755, Grilled Shrimp Rice Noodle Bowl, white pepper, 1/4, teaspoon, ground, 1.776, 0.4117, 0.0624, 0.0127, , , 
3755, Grilled Shrimp Rice Noodle Bowl, ginger root, 2, tablespoons, minced, 9.6, 2.1324, 0.2184, 0.09, , , 
3755, Grilled Shrimp Rice Noodle Bowl, cabbage, 3/4, cup, shredded, 16.6875, 3.8715, 0.8544, 0.0668, , , 
3755, Grilled Shrimp Rice Noodle Bowl, rice noodle, 1, package, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3752, Vietnamese Meatballs, chicken, 1 1/2, pounds, ground, 1448.4033, 0.884, 124.6443, 100.8442, , , 
3752, Vietnamese Meatballs, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
3752, Vietnamese Meatballs, egg white, 1, , , 17.16, 0.2409, 3.597, 0.0561, , , 
3752, Vietnamese Meatballs, rice wine, 1, tablespoon, , -, -, -, -, , , 
3752, Vietnamese Meatballs, soy sauce, 2, tablespoons, , 16.96, 1.5776, 2.6048, 0.1824, , , 
3752, Vietnamese Meatballs, worcestershire sauce, 1/2, teaspoon, , 2.21, 0.5514, 0.0, 0.0, , , 
3752, Vietnamese Meatballs, fish sauce, 2, teaspoons, , 4.2, 0.4368, 0.6072, 0.0012, , , 
3752, Vietnamese Meatballs, white sugar, 1/2, teaspoon, , 8.127, 2.0996, 0.0, 0.0, , , 
3752, Vietnamese Meatballs, salt white pepper, , , , -, -, -, -, , , 
3752, Vietnamese Meatballs, cornstarch, 2, tablespoons, , 60.96, 14.6032, 0.0416, 0.008, , , 
3752, Vietnamese Meatballs, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3757, Vietnamese Caramelized Pork, vegetable oil, 1, tablespoon, , 117.23200000000001, 0.0, 0.0, 13.6, , , 
3757, Vietnamese Caramelized Pork, white sugar, 1, cup, , 774.0, 199.96, 0.0, 0.0, , , 
3757, Vietnamese Caramelized Pork, pork sparerib, 2, pounds, cut, 2511.4724, 0.0, 140.2617, 212.1605, , , 
3757, Vietnamese Caramelized Pork, green onion, 2, , cut, 1.62, 0.3444, 0.0582, 0.0282, , , 
3757, Vietnamese Caramelized Pork, green chile pepper, 1, , chopped, 89.955, 21.2744, 4.4978, 0.4498, , , 
3757, Vietnamese Caramelized Pork, black pepper, 1, teaspoon, ground, 5.773, 1.4708, 0.239, 0.075, , , 
3757, Vietnamese Caramelized Pork, shallot, 2, , chopped, 230.4, 53.76, 8.0, 0.32, , , 
3757, Vietnamese Caramelized Pork, garlic, 2, cloves, minced, 8.94, 1.9836, 0.3816, 0.03, , , 
3757, Vietnamese Caramelized Pork, salt, to taste, , , -, -, -, -, , , 
3757, Vietnamese Caramelized Pork, asian sesame oil, 1, teaspoon, toasted, -, -, -, -, , , 
3757, Vietnamese Caramelized Pork, green onion, 1, tablespoon, sliced separated, 1.62, 0.3444, 0.0582, 0.0282, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3758, Vietnamese Beef And Lettuce Curry, grain white rice, 1, cup, uncooked, -, -, -, -, , , 
3758, Vietnamese Beef And Lettuce Curry, water, 2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
3758, Vietnamese Beef And Lettuce Curry, white sugar, 5, teaspoons, , 81.27, 20.9958, 0.0, 0.0, , , 
3758, Vietnamese Beef And Lettuce Curry, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
3758, Vietnamese Beef And Lettuce Curry, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3758, Vietnamese Beef And Lettuce Curry, water, 5, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
3758, Vietnamese Beef And Lettuce Curry, chile sauce, 1 1/2, tablespoons, , 27.2025, 5.6043, 0.5645, 0.272, , , 
3758, Vietnamese Beef And Lettuce Curry, lemon, 1, , juiced, 1.1183, 0.3508, 0.0178, 0.0122, , , 
3758, Vietnamese Beef And Lettuce Curry, vegetable oil, 2, tablespoons, , 234.46400000000003, 0.0, 0.0, 27.2, , , 
3758, Vietnamese Beef And Lettuce Curry, garlic, 3, cloves, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
3758, Vietnamese Beef And Lettuce Curry, beef, 1, pound, ground, 898.1139999999999, 0.0, 88.0877, 57.7424, , , 
3758, Vietnamese Beef And Lettuce Curry, cumin, 1, tablespoon, ground, 22.5, 2.6544, 1.0686, 1.3362, , , 
3758, Vietnamese Beef And Lettuce Curry, tomato, 1, can, canned diced, 62.068999999999996, 13.7631, 3.2384, 0.5397, , , 
3758, Vietnamese Beef And Lettuce Curry, lettuce leaf, 2, cups, , 10.8, 2.0664, 0.9792, 0.10800000000000001, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3759, Vermicelli Noodle Bowl, white vinegar, 1/4, cup, , 10.71, 0.0238, 0.0, 0.0, , , 
3759, Vermicelli Noodle Bowl, fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3759, Vermicelli Noodle Bowl, white sugar, 2, tablespoons, , 97.524, 25.195, 0.0, 0.0, , , 
3759, Vermicelli Noodle Bowl, lime juice, 2, tablespoons, , 7.5625, 2.5469999999999997, 0.127, 0.0212, , , 
3759, Vermicelli Noodle Bowl, garlic, 1, clove, minced, 4.47, 0.9918, 0.1908, 0.015, , , 
3759, Vermicelli Noodle Bowl, red pepper flake, 1/4, teaspoon, , -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, canola oil, 1/2, teaspoon, , 19.89, 0.0, 0.0, 2.25, , , 
3759, Vermicelli Noodle Bowl, shallot, 2, tablespoons, chopped, 14.4, 3.36, 0.5, 0.02, , , 
3759, Vermicelli Noodle Bowl, skewer, 2, , , -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, shrimp, 8, , , 34.08, 0.4368, 6.5328, 0.4848, , , 
3759, Vermicelli Noodle Bowl, rice vermicelli noodle, 1, package, , -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, lettuce, 1, cup, chopped, 5.4, 1.0332, 0.4896, 0.054000000000000006, , , 
3759, Vermicelli Noodle Bowl, bean sprout, 1, cup, , -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, english cucumber, 1, , cut, -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, carrot, 1/4, cup, chopped pickled, 13.12, 3.0656, 0.2976, 0.0768, , , 
3759, Vermicelli Noodle Bowl, diakon radish, 1/4, cup, chopped, -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, cilantro, 3, tablespoons, chopped, 0.69, 0.1101, 0.0639, 0.0156, , , 
3759, Vermicelli Noodle Bowl, thai basil, 3, tablespoons, chopped, -, -, -, -, , , 
3759, Vermicelli Noodle Bowl, mint, 3, tablespoons, chopped, 7.524, 1.4381, 0.5626, 0.1248, , , 
3759, Vermicelli Noodle Bowl, peanut, 1/4, cup, crushed, 206.955, 5.8874, 9.417, 17.9726, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), water, 3 1/2, fluid ounces, , -, -, -, -, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), spicy red chile pepper, 6, , seeded minced, -, -, -, -, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), garlic, 6, cloves, minced, 26.82, 5.9508, 1.1448, 0.09, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), fish sauce, 1/4, cup, , 25.2, 2.6208, 3.6432, 0.0072, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), rice vinegar, 1/4, cup, , -, -, -, -, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), white sugar, 1/4, cup, , 193.5, 49.99, 0.0, 0.0, , , 
3756, Nuoc Cham (Vietnamese Spicy Dipping Sauce), lemon juice, 1/4, cup, , 13.42, 4.209, 0.2135, 0.1464, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
3762, Dragon Fruit Shake, fruit, 1, dragon, , -, -, -, -, , , 
3762, Dragon Fruit Shake, tangerine, 2, , peeled segmented, -, -, -, -, , , 
3762, Dragon Fruit Shake, lime, 1, , juiced, 1.2604, 0.4245, 0.0212, 0.0035, , , 
3762, Dragon Fruit Shake, basil, 4, leaves, , 0.46, 0.053, 0.063, 0.0128, , , 
