id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
147200, Deep Fried Mozzarella Cheese Sticks, mozzarella cheese, 16, ounces, , 1469.6377, 123.4677, 61.5071, 81.0569, , , 
148981, Rosehip and Hibiscus Icing, icing sugar, 1, cup, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148971, Grilled Summer Veggies, fennel bulb, 2, , , -, -, -, -, , , 
148971, Grilled Summer Veggies, eggplant, 1, , cut, -, -, -, -, , , 
148971, Grilled Summer Veggies, plum tomato, 4, halved, , -, -, -, -, , , 
148971, Grilled Summer Veggies, green bell pepper, 1, , cut, -, -, -, -, , , 
148971, Grilled Summer Veggies, red bell pepper, 1, , cut, -, -, -, -, , , 
148971, Grilled Summer Veggies, salt, 1/2, teaspoon, , -, -, -, -, , , 
148971, Grilled Summer Veggies, pepper, 1/2, teaspoon, , 2.8865, 0.7354, 0.1195, 0.0375, , , 
148971, Grilled Summer Veggies, orange juice, 2, tablespoons, , 13.95, 3.2239999999999998, 0.217, 0.062, , , 
148971, Grilled Summer Veggies, basil leaf, 8, , slivered, -, -, -, -, , , 
148971, Grilled Summer Veggies, garlic clove, 1, , smashed, -, -, -, -, , , 
148971, Grilled Summer Veggies, orange zest, 1, teaspoon, grated, -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148972, Rice and Nut Salad, olive oil, 2, tablespoons, , 238.68, 0.0, 0.0, 27.0, , , 
148972, Rice and Nut Salad, lemon juice, 2, tablespoons, , 6.71, 2.1045, 0.1067, 0.0732, , , 
148972, Rice and Nut Salad, salt pepper, , , , 100.8667, 0.0, 22.44, 0.5667, , , 
148972, Rice and Nut Salad, sultana, 4, ounces, soaked, 100.8667, 0.0, 22.44, 0.5667, , , 
148972, Rice and Nut Salad, currant, 2, ounces, soaked, 35.7204, 8.7203, 0.7938, 0.2325, , , 
148972, Rice and Nut Salad, brown rice, 10, ounces, cooked, 1029.0866, 216.8169, 20.4967, 7.8812, , , 
148972, Rice and Nut Salad, almond, 3, ounces, chopped, 751.8285, 0.0, 0.0, 85.0485, , , 
148972, Rice and Nut Salad, walnut, 2, ounces, chopped, 501.219, 0.0, 0.0, 56.699, , , 
148972, Rice and Nut Salad, cashew nut, 2, ounces, chopped, 313.551, 17.1177, 10.3307, 24.863000000000003, , , 
148972, Rice and Nut Salad, peach juice chunky, 15, ounces, drained chopped, 100.8667, 0.0, 22.44, 0.5667, , , 
148972, Rice and Nut Salad, cucumber, 1/4, , cubed, 3.99, 0.7182, 0.1962, 0.0532, , , 
148972, Rice and Nut Salad, red kidney bean, 4, ounces, cooked, 374.2133, 67.812, 27.6351, 0.2835, , , 
148972, Rice and Nut Salad, black olive, 6, , pitted, 100.8667, 0.0, 22.44, 0.5667, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148982, Ukranian Pickled Beets, beet, 2, cans, drained, 175.3523, 38.9853, 6.5655, 0.6933, , , 
148982, Ukranian Pickled Beets, vinegar, 1, cup, , 50.19, 2.2227, 0.0, 0.0, , , 
148982, Ukranian Pickled Beets, white sugar, 1, cup, , 774.0, 199.96, 0.0, 0.0, , , 
148982, Ukranian Pickled Beets, salt, 1/4, teaspoon, , -, -, -, -, , , 
148982, Ukranian Pickled Beets, allspice, 1/2, teaspoon, , 2.4985, 0.6851, 0.0579, 0.0826, , , 
148982, Ukranian Pickled Beets, clove, 4, cloves, , -, -, -, -, , , 
148982, Ukranian Pickled Beets, cinnamon, 1/3, , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148983, Apple-coconut Smoothie, apple juice, 1/4, cup, , 28.52, 7.006, 0.062, 0.0806, , , 
148983, Apple-coconut Smoothie, coconut, 1, pinch, grated, 0.5047, 0.0574, 0.0035, 0.031, , , 
148983, Apple-coconut Smoothie, banana, 1/2, , , 100.125, 25.695, 1.2262, 0.3713, , , 
148983, Apple-coconut Smoothie, gingerroot, 1/4, teaspoon, peeled grated, -, -, -, -, , , 
148983, Apple-coconut Smoothie, ice, 1/2, cup, crushed, 190.92, 19.092, 3.5260000000000002, 11.18, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148980, Roasted Green Beans, green bean, 2, lbs, , 281.2276, 63.2309, 16.6015, 1.9958, , , 
148980, Roasted Green Beans, olive oil, 2, teaspoons, , 79.56, 0.0, 0.0, 9.0, , , 
148980, Roasted Green Beans, kosher salt, 1/2, tablespoon, , -, -, -, -, , , 
148980, Roasted Green Beans, pepper, 1/2, teaspoon, ground, 2.8865, 0.7354, 0.1195, 0.0375, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148984, Real French-Canadian Pea Soup, yellow pea, 2, cups, split, -, -, -, -, , , 
148984, Real French-Canadian Pea Soup, water, 5, cups, , 0.0, 0.0, 0.0, 0.0, , , 
148984, Real French-Canadian Pea Soup, carrot, 2, , grated, 41.0, 9.58, 0.93, 0.24, , , 
148984, Real French-Canadian Pea Soup, onion, 1, , chopped, 28.0, 6.537999999999999, 0.77, 0.07, , , 
148984, Real French-Canadian Pea Soup, butter, 2, tablespoons, , 171.0, 7.857, 5.343, 14.4, , , 
148984, Real French-Canadian Pea Soup, soymilk, 1 1/2, 1/2, , 196.83, 22.8906, 11.9192, 6.3788, , , 
148984, Real French-Canadian Pea Soup, salt pepper, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148985, Marianne's Marinated Vegetables, broccoli, 1 1/2, cups, chopped, 46.41, 9.0636, 3.8493, 0.505, , , 
148985, Marianne's Marinated Vegetables, carrot, 3/4, cup, sliced, 39.36, 9.1968, 0.8928, 0.2304, , , 
148985, Marianne's Marinated Vegetables, celery, 1, cup, sliced, 16.16, 2.9997, 0.6969, 0.1717, , , 
148985, Marianne's Marinated Vegetables, red pepper, 1/2, cup, cut, 30.0, 6.6075, 1.4025, 0.33, , , 
148985, Marianne's Marinated Vegetables, green pepper, 1/4, cup, cut, 7.45, 1.7284, 0.3203, 0.0633, , , 
148985, Marianne's Marinated Vegetables, artichoke, 12 -14, ounces, canned drained chopped, 0.0, 0.0, 0.0, 0.0, , , 
148985, Marianne's Marinated Vegetables, red pepper, 1/8, teaspoon, ground, 30.0, 6.6075, 1.4025, 0.33, , , 
148985, Marianne's Marinated Vegetables, italian salad dressing, 1 1/2, 1/2, fat free, 367.2, 35.964, 1.4040000000000001, 24.048000000000002, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148986, Small Miracles Pasta Sauce, onion, 1/2, , , 32.0, 7.472, 0.88, 0.08, , , 
148986, Small Miracles Pasta Sauce, olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
148986, Small Miracles Pasta Sauce, celery, 3, stalks, , 30.72, 5.7024, 1.3248, 0.3264, , , 
148986, Small Miracles Pasta Sauce, carrot, 3, , , 157.44, 36.7872, 3.5712, 0.9216, , , 
148986, Small Miracles Pasta Sauce, cubanelle pepper, 3, , , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, habanero, 1, , , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, garlic, 1, cloves, counted, 4.47, 0.9918, 0.1908, 0.015, , , 
148986, Small Miracles Pasta Sauce, cucumber, 1, , unpeeled, 15.6, 3.7752, 0.6759999999999999, 0.1144, , , 
148986, Small Miracles Pasta Sauce, plum tomato, 25, , , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, white wine, 1/4, cup, , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, rosemary, 1, sprig, , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, lemon thyme, 3, sprigs, , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, basil, 1, pinch, , 0.0127, 0.0015, 0.0017, 0.0004, , , 
148986, Small Miracles Pasta Sauce, black pepper, 1, pinch, , 0.3608, 0.0919, 0.0149, 0.0047, , , 
148986, Small Miracles Pasta Sauce, sea salt, 1, pinch, , -, -, -, -, , , 
148986, Small Miracles Pasta Sauce, tomato paste, 1, can, , 139.4, 32.147, 7.343999999999999, 0.799, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148987, Garlic Scapes Hot Potato Salad, garlic scape, 1, lb, trimmed cut, 403.4676, 0.0, 89.7602, 2.2667, , , 
148987, Garlic Scapes Hot Potato Salad, green pepper, 1, , , 29.8, 6.9136, 1.2814, 0.2533, , , 
148987, Garlic Scapes Hot Potato Salad, red pepper, 1, , , 1.25, 0.2753, 0.0584, 0.0138, , , 
148987, Garlic Scapes Hot Potato Salad, summer squash, 1, , , -, -, -, -, , , 
148987, Garlic Scapes Hot Potato Salad, red potato, 2, lbs, peeled, 635.0301, 144.2425, 17.1458, 1.2701, , , 
148987, Garlic Scapes Hot Potato Salad, extra virgin olive oil, 1, tablespoon, , 403.4676, 0.0, 89.7602, 2.2667, , , 
148987, Garlic Scapes Hot Potato Salad, sunflower seed, 1/4, cup, raw, 67.16, 2.3, 2.3897, 5.9179, , , 
148987, Garlic Scapes Hot Potato Salad, salt pepper, , , , 403.4676, 0.0, 89.7602, 2.2667, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148988, Sweet Potato Buffalo Fries, potato, 4, , sweet, -, -, -, -, , , 
148988, Sweet Potato Buffalo Fries, olive oil, 3, tablespoons, , 358.02, 0.0, 0.0, 40.5, , , 
148988, Sweet Potato Buffalo Fries, chili powder, 1/8 - 1/4, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148988, Sweet Potato Buffalo Fries, cayenne, 1/8 - 1/4, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148988, Sweet Potato Buffalo Fries, garlic salt, 1/8 - 1/4, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148989, Super Vegan Beer Bread, purpose flour, 2 1/2, cups, , -, -, -, -, , , 
148989, Super Vegan Beer Bread, baking powder, 1, tablespoon, , 7.314, 3.8226, 0.0, 0.0, , , 
148989, Super Vegan Beer Bread, sea salt, 2, teaspoons, , -, -, -, -, , , 
148989, Super Vegan Beer Bread, sugar, 2, tablespoons, raw, 39.975, 7.501, 1.2512, 0.624, , , 
148989, Super Vegan Beer Bread, olive oil, 1/3, cup, , 636.48, 0.0, 0.0, 72.0, , , 
148989, Super Vegan Beer Bread, beer, 1, bottle, , -, -, -, -, , , 
148989, Super Vegan Beer Bread, oatmeal, 2, tablespoons, , 26.6, 5.4628, 0.7909999999999999, 0.3381, , , 
148989, Super Vegan Beer Bread, margarine, 2, teaspoons, melted, 67.586, 0.0846, 0.0846, 7.567, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148991, Bread Machine Whole Grain Bread, water, 1 1/2, cups, , 0.0, 0.0, 0.0, 0.0, , , 
148991, Bread Machine Whole Grain Bread, canola oil, 2, tablespoons, , 247.52, 0.0, 0.0, 28.0, , , 
148991, Bread Machine Whole Grain Bread, bread flour, 2 1/2, cups, sifted, 1236.425, 248.4152, 41.0315, 5.6855, , , 
148991, Bread Machine Whole Grain Bread, salt, 1, teaspoon, , -, -, -, -, , , 
148991, Bread Machine Whole Grain Bread, flax seed, 1/2, cup, , -, -, -, -, , , 
148991, Bread Machine Whole Grain Bread, grain cereal, 1/2, cup, , 105.735, 23.2275, 3.2576, 0.8151, , , 
148991, Bread Machine Whole Grain Bread, wheat, 1/2, cup, cracked, -, -, -, -, , , 
148991, Bread Machine Whole Grain Bread, brown sugar, 1/4, cup, , 209.0, 53.9495, 0.066, 0.0, , , 
148991, Bread Machine Whole Grain Bread, yeast, 2, teaspoons, , 22.2, 2.4504, 2.8656, 0.10800000000000001, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, water, 1 1/2, 1/2, , 0.0, 0.0, 0.0, 0.0, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, shortening, 1/4, cup, , 453.05, 0.0, 0.0, 51.25, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, sugar, 1/4, cup, , 201.495, 50.398999999999994, 0.0, 0.0, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, table salt, 1, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, vinegar, 1, tablespoon, , 3.1289999999999996, 0.1386, 0.0, 0.0, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, gluten, 2, tablespoons, , -, -, -, -, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, wheat flour, 4 1/2, cups, , 1836.0, 388.63800000000003, 71.334, 13.5, , , 
148990, Mom's 100% Whole Wheat Air Buns (Rolls)  for Abm, bread machine yeast, 2, teaspoons, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, graham cracker crumb, 2, cups, , -, -, -, -, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, maple syrup, 1/4, cup, , 204.75, 52.794, 0.0315, 0.0472, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, apple juice, 2, tablespoons, , 14.26, 3.503, 0.031, 0.0403, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, canola oil, 2, tablespoons, , 247.52, 0.0, 0.0, 28.0, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, tofu, 1, , rinsed firm, 40.8233, 0.7881, 4.896, 2.4721, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, banana, 2, , quartered, 400.5, 102.78, 4.905, 1.485, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, maple syrup, 1, cup, , 204.75, 52.794, 0.0315, 0.0472, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, vanilla soymilk, 1/2, cup, flavored, 36.45, 4.9815, 1.944, 0.9963, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, almond butter, 1/2, cup, , 767.5, 23.525, 26.2, 69.375, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, cocoa powder, 1/3, cup, , 65.36, 16.598, 5.6187, 3.9273, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, lemon juice, 1, tablespoon, squeezed, 3.355, 1.0523, 0.0534, 0.0366, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, vanilla, 1, tablespoon, , 37.44, 1.6445, 0.0078, 0.0078, , , 
148992, Nettie Cronish's Chocolate Tofu Cheesecake for Nonbelievers, white miso, 1, tablespoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148993, Vegan Spiced Pumpkin Cheesecake, vegan cream cheese, 20, ounces, , 504.3333, 0.0, 112.2, 2.8333, , , 
148993, Vegan Spiced Pumpkin Cheesecake, vegan cream, 6, ounces, sour, 504.3333, 0.0, 112.2, 2.8333, , , 
148993, Vegan Spiced Pumpkin Cheesecake, pumpkin, 1, can, roasted peeled sliced, 7.4213, 1.6228, 0.5096, 0.0346, , , 
148993, Vegan Spiced Pumpkin Cheesecake, sugar, 1/2, cup, unrefined, 159.9, 30.004, 5.005, 2.496, , , 
148993, Vegan Spiced Pumpkin Cheesecake, vanilla extract, 1, teaspoon, , 12.095999999999998, 0.5313, 0.0025, 0.0025, , , 
148993, Vegan Spiced Pumpkin Cheesecake, arrowroot, 3 1/2, 1/2, , 5.6875, 1.1716, 0.371, 0.0175, , , 
148993, Vegan Spiced Pumpkin Cheesecake, cinnamon, 1, teaspoon, ground, -, -, -, -, , , 
148993, Vegan Spiced Pumpkin Cheesecake, ginger, 1/2, teaspoon, ground, 0.8, 0.1777, 0.0182, 0.0075, , , 
148993, Vegan Spiced Pumpkin Cheesecake, clove, 1/4, teaspoon, ground, 1.4385, 0.344, 0.0313, 0.0682, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148994, Barking Cauliflower, cauliflower, 1 1/2, , cut, 40.125, 7.9768, 3.0816, 0.4494, , , 
148994, Barking Cauliflower, white bread wheat, 1, slice, , 66.64, 12.2948, 2.9848, 0.602, , , 
148994, Barking Cauliflower, thyme, 1/2, teaspoon, dried, 0.40399999999999997, 0.0978, 0.0222, 0.0067, , , 
148994, Barking Cauliflower, basil, 1, teaspoon, dried, 0.2032, 0.0234, 0.0278, 0.0057, , , 
148994, Barking Cauliflower, marjoram, 1/2, teaspoon, dried, 0.813, 0.1817, 0.038, 0.0211, , , 
148994, Barking Cauliflower, salt, 1/2, teaspoon, , -, -, -, -, , , 
148994, Barking Cauliflower, pepper, , , , -, -, -, -, , , 
148994, Barking Cauliflower, olive oil, 1 1/2, 1/2, divided, 179.01, 0.0, 0.0, 20.25, , , 
148994, Barking Cauliflower, garlic, 4, cloves, minced, 17.88, 3.9672, 0.7632, 0.06, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149000, Banana-Rama Mocktail, ice, 1, cup, , 381.84, 38.184, 7.0520000000000005, 22.36, , , 
149000, Banana-Rama Mocktail, banana, 1, , , 200.25, 51.39, 2.4525, 0.7425, , , 
149000, Banana-Rama Mocktail, strawberry, 8, , , 389.12, 93.3888, 8.1472, 3.648, , , 
149000, Banana-Rama Mocktail, pineapple juice, 6, ounces, , 90.1514, 21.8915, 0.6123, 0.2041, , , 
149000, Banana-Rama Mocktail, coconut milk, 4, ounces, , 260.8153, 6.2822, 2.5968, 27.0341, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148995, Jubilee Cherry Smoothie, cherry, 2, cups, pitted, 155.0, 37.758, 3.1, 0.93, , , 
148995, Jubilee Cherry Smoothie, almond milk, 1/2, cup, , 45.6, 7.9079999999999995, 0.504, 1.248, , , 
148995, Jubilee Cherry Smoothie, pineapple chunk, 1/2, cup, , 105.35, 27.195, 0.49, 0.1225, , , 
148995, Jubilee Cherry Smoothie, banana, 1, , , 200.25, 51.39, 2.4525, 0.7425, , , 
148995, Jubilee Cherry Smoothie, flax seed, 1, tablespoon, , -, -, -, -, , , 
148995, Jubilee Cherry Smoothie, almond extract, 1/4, teaspoon, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), soymilk, 1 1/2, 1/2, , 196.83, 22.8906, 11.9192, 6.3788, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), espresso coffee, 1/2, cup, brewed, -, -, -, -, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), cornstarch, 5, tablespoons, , 152.4, 36.508, 0.10400000000000001, 0.02, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), cold water, 5, tablespoons, , 0.0, 0.0, 0.0, 0.0, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), sugar, 5, tablespoons, , 275.31, 68.862, 0.0, 0.0, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), vanilla extract, 1, teaspoon, , 12.095999999999998, 0.5313, 0.0025, 0.0025, , , 
148996, Vegan Crème Au Café (Vegan Coffee Blancmange), salt, 1, pinch, , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148999, Strawberry-Rhubarb Applesauce, golden delicious apple, 2, , unpeeled, 245.1, 58.48, 1.204, 0.645, , , 
148999, Strawberry-Rhubarb Applesauce, rhubarb, 1, cup, chopped, 25.62, 5.5388, 1.0979999999999999, 0.244, , , 
148999, Strawberry-Rhubarb Applesauce, strawberry, 1/2, cup, sliced, 24.32, 5.8368, 0.5092, 0.228, , , 
148999, Strawberry-Rhubarb Applesauce, white sugar, 1/4, cup, , 193.5, 49.99, 0.0, 0.0, , , 
148999, Strawberry-Rhubarb Applesauce, orange, 2, teaspoons, grated rind, 3.525, 0.8812, 0.0705, 0.009000000000000001, , , 
148999, Strawberry-Rhubarb Applesauce, orange juice, 1/3, cup, squeezed, 37.2, 8.5973, 0.5787, 0.1653, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148997, Canadian Tourtière(Vegan), olive oil, 1, tablespoon, , 119.34, 0.0, 0.0, 13.5, , , 
148997, Canadian Tourtière(Vegan), onion, 1, , diced, 60.0, 14.01, 1.65, 0.15, , , 
148997, Canadian Tourtière(Vegan), garlic clove, 3, , minced, 13.41, 2.9754, 0.5724, 0.045, , , 
148997, Canadian Tourtière(Vegan), cremini mushroom, 10, , stemmed chopped, -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), walnut, , halves, ground, -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), vegetable broth, 1 1/4, 1/4, , 202.95, 32.9025, 7.4415, 4.797, , , 
148997, Canadian Tourtière(Vegan), white wine, 1/2, cup, , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), vegatarian broth seasoning, 1, tablespoon, recommended, -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), liquid smoke, 1, teaspoon, , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), thyme, 1, teaspoon, dried, 0.8079999999999999, 0.1956, 0.0445, 0.0134, , , 
148997, Canadian Tourtière(Vegan), savory, 1/2, teaspoon, dried, -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), sage, 1/2, teaspoon, ground, -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), bay leaf, 2, , , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), salt pepper, , , , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), cinnamon, 1/4, teaspoon, , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), clove, 1/8, teaspoon, ground, 0.7192, 0.172, 0.0157, 0.0341, , , 
148997, Canadian Tourtière(Vegan), nutmeg, 1/8, teaspoon, , 1.4438, 0.1355, 0.0161, 0.0999, , , 
148997, Canadian Tourtière(Vegan), vegan worcestershire sauce, 1/2, teaspoon, , -, -, -, -, , , 
148997, Canadian Tourtière(Vegan), russet potato, 3/4, cup, grated peeled, 88.875, 20.3288, 2.4075, 0.09, , , 
148997, Canadian Tourtière(Vegan), pastry dough, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
148998, 3 Legume Butter, soybean, 1/4, cup, roasted, 94.08, 7.072, 8.288, 4.352, , , 
148998, 3 Legume Butter, kidney bean, 1 2/3, 2/3, uncooked soaked roasted, 133.3333, 18.8506, 19.3103, 2.2989, , , 
148998, 3 Legume Butter, peanut, 11, ounces, raw, 1768.1895, 50.3014, 80.4573, 153.5549, , , 
148998, 3 Legume Butter, canola oil, 1/4, cup, , 481.78, 0.0, 0.0, 54.5, , , 
148998, 3 Legume Butter, water, , , , -, -, -, -, , , 
148998, 3 Legume Butter, salt, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149001, Small-Batch Almanac Pear Butter, apple cider, 2, cups, unsweetened, -, -, -, -, , , 
149001, Small-Batch Almanac Pear Butter, ginger, 2, inches, , -, -, -, -, , , 
149001, Small-Batch Almanac Pear Butter, allspice, 1, pinch, , 0.3123, 0.0856, 0.0072, 0.0103, , , 
149001, Small-Batch Almanac Pear Butter, pear, 2, , peeled cored diced used, 262.2, 70.058, 1.656, 0.644, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149002, Three Bean and Flax Bars With Marmalade Glaze, flax seed, 1/4, cup, ground, -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, hot water, 1/2, cup, , 0.0, 0.0, 0.0, 0.0, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, vegan margarine, 1/3, cup, used, -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, sucanat, 1/3, cup, , -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, dark brown sugar, 1/3, cup, , -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, stevia extract, 1/2, teaspoon, , -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, peanut butter, 1, cup, , 1519.62, 55.6506, 62.0748, 128.8452, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, vanilla, 1, tablespoon, , 37.44, 1.6445, 0.0078, 0.0078, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, wheat flour, 1, cup, , 408.0, 86.36399999999999, 15.852, 3.0, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, sea salt, 1/2, teaspoon, , -, -, -, -, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, nutmeg, 1/4, teaspoon, , 2.8875, 0.2711, 0.0321, 0.1997, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, baking powder, 1/2, teaspoon, , 1.219, 0.6371, 0.0, 0.0, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, baking soda, 1/4, teaspoon, , 0.0, 0.0, 0.0, 0.0, , , 
149002, Three Bean and Flax Bars With Marmalade Glaze, orange marmalade, 1/4, cup, , 196.8, 53.04, 0.24, 0.0, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149003, Baked Sesame Potatoes, potato, 4, , unpeeled, -, -, -, -, , , 
149003, Baked Sesame Potatoes, sesame oil, 1, tablespoon, , 120.22399999999999, 0.0, 0.0, 13.6, , , 
149003, Baked Sesame Potatoes, black pepper, , , , -, -, -, -, , , 
149003, Baked Sesame Potatoes, salt, , , , -, -, -, -, , , 
id, name, Ingredient Name, Quantity, Unit, State, Energy (kcal), Carbohydrates, Protein (g), Total Lipid (Fat) (g), 
149004, Allergy-Safe Chomeur Pudding, oatmeal, 2, cups, , 425.6, 87.4048, 12.655999999999999, 5.4096, , , 
149004, Allergy-Safe Chomeur Pudding, sugar, 3/4, cup, , 604.485, 151.197, 0.0, 0.0, , , 
149004, Allergy-Safe Chomeur Pudding, rice milk, 1, cup, , -, -, -, -, , , 
